countryCode,stateCode,stateName1,stateName2,stateName3,googleName,googleAdmin,countryName,lat,lng,bounds,combinaciones
TH,TH-76,Changwat Phetchaburi,Phetchaburi,Changwat Phetchaburi,"Phetchaburi, Thailand",administrative_area_level_1,Thailand,12.96667,99.58333,13.3445097@100.1057452*12.5632989@99.0995873,4
TH,TH-66,Changwat Phichit,Phichit,Changwat Phichit,"Phichit, Thailand",administrative_area_level_1,Thailand,16.25,100.41667,16.6451379@100.7992393*15.9162294@99.98371929999999,4
TH,TH-65,Changwat Phitsanulok,Phitsanulok,Changwat Phitsanulok,"Phitsanulok, Thailand",administrative_area_level_1,Thailand,16.91667,100.5,17.7405222@101.1104564*16.3382356@99.8549492,6
TH,TH-14,Changwat Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Changwat Phra Nakhon Si Ayutthaya,"Phra Nakhon Si Ayutthaya, Thailand",administrative_area_level_1,Thailand,14.28333,100.5,14.6755751@100.8232816*14.1105626@100.2126958,0
TH,TH-54,Changwat Phrae,Phrae,Changwat Phrae,"Phrae, Thailand",administrative_area_level_1,Thailand,18.08333,100,18.8354634@100.5512932*17.68767@99.36754309999999,4
TH,TH-25,Changwat Prachin Buri,Prachin Buri,Changwat Prachin Buri,"Prachin Buri, Thailand",administrative_area_level_1,Thailand,14.08333,101.66667,14.4625612@102.1060804*13.5823122@101.137452,4
TH,TH-77,Changwat Prachuap Khiri Khan,Prachuap Khiri Khan,Changwat Prachuap Khiri Khan,"Prachuap Khiri Khan, Thailand",administrative_area_level_1,Thailand,12.21667,99.75,12.6490754@100.0326586*10.9546535@99.1471938,6
TH,TH-85,Changwat Ranong,Ranong,Changwat Ranong,"Ranong, Thailand",administrative_area_level_1,Thailand,10.1,98.75,10.7885391@98.9650219*9.3039528@98.3260237,2
TH,TH-70,Changwat Ratchaburi,Ratchaburi,Changwat Ratchaburi,"Ratchaburi, Thailand",administrative_area_level_1,Thailand,13.58333,99.53333,13.9449264@100.0728342*13.148458@99.1634857,2
TH,TH-21,Changwat Rayong,Rayong,Changwat Rayong,"Rayong, Thailand",administrative_area_level_1,Thailand,12.83333,101.43333,13.163471@101.8312551*12.5130282@100.984673,4
TH,TH-45,Changwat Roi Et,Roi Et,Changwat Roi Et,"Roi Et, Thailand",administrative_area_level_1,Thailand,15.75,103.75,16.4733054@104.349034*15.4048329@103.2736968,4
TH,TH-27,Changwat Sa Kaeo,Sa Kaeo,Changwat Sa Kaeo,"Sa Kaeo, Thailand",administrative_area_level_1,Thailand,13.75,102.33333,14.2078453@102.9415572*13.2367098@101.8760344,4
TH,TH-47,Changwat Sakon Nakhon,Sakon Nakhon,Changwat Sakon Nakhon,"Sakon Nakhon, Thailand",administrative_area_level_1,Thailand,17.33333,103.83333,18.0889398@104.4329268*16.7722018@103.2507219,6
TH,TH-11,Changwat Samut Prakan,Samut Prakan,Changwat Samut Prakan,"Samut Prakan, Thailand",administrative_area_level_1,Thailand,13.60442,100.70531,13.7169169@100.9639206*13.4793403@100.4444578,0
TH,TH-74,Changwat Samut Sakhon,Samut Sakhon,Changwat Samut Sakhon,"Samut Sakhon, Thailand",administrative_area_level_1,Thailand,13.56667,100.21667,13.721126@100.4201172*13.4250416@100.0269286,0
TH,TH-75,Changwat Samut Songkhram,Samut Songkhram,Changwat Samut Songkhram,"Samut Songkhram, Thailand",administrative_area_level_1,Thailand,13.4,99.95833,13.5147972@100.078691*13.2375277@99.84554179999999,2
TH,TH-19,Changwat Sara Buri,Sara Buri,Changwat Sara Buri,"Saraburi, Thailand",administrative_area_level_1,Thailand,14.60838,100.96822,15.045331@101.4545122*14.2430606@100.5748146,4
TH,TH-91,Changwat Satun,Satun,Changwat Satun,"Satun, Thailand",administrative_area_level_1,Thailand,6.83333,100,7.208318200000001@100.2209857*6.4227785@99.5252206,4
TH,TH-17,Changwat Sing Buri,Sing Buri,Changwat Sing Buri,"Sing Buri, Thailand",administrative_area_level_1,Thailand,14.925,100.33333,15.1182942@100.4882162*14.7149053@100.1814679,2
TH,TH-33,Changwat Sisaket,Sisaket,Changwat Sisaket,"Si Sa Ket, Thailand",administrative_area_level_1,Thailand,14.83333,104.33333,15.5683691@104.9076399*14.3422348@103.9019555,4
TH,TH-90,Changwat Songkhla,Songkhla,Changwat Songkhla,"Songkhla, Thailand",administrative_area_level_1,Thailand,6.83333,100.66667,7.9389736@101.1050578*6.2898742@100.0547578,4
TH,TH-64,Changwat Sukhothai,Sukhothai,Changwat Sukhothai,"Sukhothai, Thailand",administrative_area_level_1,Thailand,17.25,99.66667,17.8214838@100.111706*16.6828055@99.30973329999999,4
TH,TH-72,Changwat Suphan Buri,Suphan Buri,Changwat Suphan Buri,"Suphan Buri, Thailand",administrative_area_level_1,Thailand,14.46667,100.06667,15.0823024@100.2832801*14.0566785@99.28135119999999,4
TH,TH-84,Changwat Surat Thani,Surat Thani,Changwat Surat Thani,"Surat Thani, Thailand",administrative_area_level_1,Thailand,9.0011,99.0394,10.1262814@100.0906337*8.3008059@98.4430884,9
TH,TH-32,Changwat Surin,Surin,Changwat Surin,"Surin, Thailand",administrative_area_level_1,Thailand,14.83333,103.75,15.4828457@104.0918941*14.3289551@103.0892664,4
TH,TH-63,Changwat Tak,Tak,Changwat Tak,"Tak, Thailand",administrative_area_level_1,Thailand,16.58333,98.83333,17.8678208@99.48912449999999*15.1807556@97.7423139,9
TH,TH-92,Changwat Trang,Trang,Changwat Trang,"Trang, Thailand",administrative_area_level_1,Thailand,7.50722,99.59811,8.0126303@99.9595902*7.0218242@99.23270289999999,2
TH,TH-23,Changwat Trat,Trat,Changwat Trat,"Trat, Thailand",administrative_area_level_1,Thailand,12.5,102.5,12.7582072@102.9151464*11.5617527@102.2355769,2
TH,TH-34,Changwat Ubon Ratchathani,Changwat Ubon Ratchathani,Changwat Ubon Ratchathani,"Ubon Ratchathani, Thailand",administrative_area_level_1,Thailand,15.16667,105.16667,16.0980447@105.6361068*14.2095638@104.3716245,6
TH,TH-41,Changwat Udon Thani,Changwat Udon Thani,Changwat Udon Thani,"Udon Thani, Thailand",administrative_area_level_1,Thailand,17.33333,102.83333,18.0863234@103.6683832*16.8083403@102.0151634,6
TH,TH-61,Changwat Uthai Thani,Uthai Thani,Changwat Uthai Thani,"Uthai Thani, Thailand",administrative_area_level_1,Thailand,15.38333,99.55,15.7979235@100.1065625*14.9418877@98.98343009999999,6
TH,TH-53,Changwat Uttaradit,Uttaradit,Changwat Uttaradit,"Uttaradit, Thailand",administrative_area_level_1,Thailand,17.66667,100.5,18.3801428@101.1926066*17.1624157@99.896312,6
TH,TH-95,Changwat Yala,Yala,Changwat Yala,"Yala, Thailand",administrative_area_level_1,Thailand,6.33333,101.25,6.6831248@101.6121819*5.6127293@100.8347818,4
TH,TH-35,Changwat Yasothon,Yasothon,Changwat Yasothon,"Yasothon, Thailand",administrative_area_level_1,Thailand,15.85,104.28333,16.3487691@104.8249267*15.289189@103.9974997,4
TH,TH-50,Chiang Mai Province,Chiang Mai,Chiang Mai Province,"Chiang Mai, Thailand",administrative_area_level_1,Thailand,18.75,99,20.1475012@99.5715955*17.2424831@98.0079447,8
TH,TH-83,Phuket,Phuket,Phuket Province,"Phuket, Thailand",administrative_area_level_1,Thailand,7.97152,98.35098,8.1999143@98.4618483*7.733149399999999@98.2580093,2
TR,TR-01,Adana,Adana,Adana,"Adana, Turkey",administrative_area_level_1,Turkey,36.985,35.28809,38.422703@36.400834*36.5382869@34.659129,9
TR,TR-02,Adiyaman,Adiyaman,Adiyaman,"Adiyaman Province, Turkey",administrative_area_level_1,Turkey,37.75,38.25,38.2028729@39.255022*37.4102249@37.444048,6
TR,TR-03,Afyonkarahisar,Afyonkarahisar,Afyonkarahisar,"Afyonkarahisar Province, Turkey",administrative_area_level_1,Turkey,38.75,30.66667,39.255376@31.733062*37.7771559@29.642924,9
TR,TR-68,Aksaray,Aksaray,Aksaray,"Aksaray, Turkey",administrative_area_level_1,Turkey,38.36503,34.0142,39.0425809@34.495755*37.9734191@33.176081,6
TR,TR-05,Amasya,Amasya,Amasya,"Amasya Province, Turkey",administrative_area_level_1,Turkey,40.72619,35.8867,41.0831661@36.49083299999999*40.234023@34.98402000000001,6
TR,TR-06,Ankara,Ankara,Ankara,"Ankara, Turkey",administrative_area_level_1,Turkey,39.91667,32.83333,40.76059@33.88677070000001*38.6699421@30.8342,12
TR,TR-07,Antalya,Antalya,Antalya,"Antalya, Turkey",administrative_area_level_1,Turkey,36.902035,30.745225,37.437815@32.60836010000001*36.092439@29.268911,8
TR,TR-75,Ardahan,Ardahan,Ardahan,"Ardahan Province, Turkey",administrative_area_level_1,Turkey,41.08333,42.83333,41.600888@43.47410989999999*40.644492@42.319314,4
TR,TR-08,Artvin,Artvin,Artvin,"Artvin, Turkey",administrative_area_level_1,Turkey,41.16667,41.83333,41.52491610000001@42.5962751*40.57121799999999@41.1568629,4
TR,TR-09,Aydin,Aydin,Aydin,"Aydin Province, Turkey",administrative_area_level_1,Turkey,37.75,28,38.126058@28.8435991*37.32256599999999@26.999933,6
TR,TR-04,Agri,Agri,Agri,"Agri, Turkey",administrative_area_level_1,Turkey,39.66667,43.16667,39.997963@44.48779709999999*38.9322299@42.2863781,6
TR,TR-10,Balikesir,Balikesir,Balikesir,"Balikesir Province, Turkey",administrative_area_level_1,Turkey,39.75,28,40.6684278@29.01149689999999*39.0821169@26.525376,8
TR,TR-74,Bartin,Bartin,Bartin,"Bartin Province, Turkey",administrative_area_level_1,Turkey,41.58333,32.5,41.84943@32.92947*41.30741@32.0996049,0
TR,TR-72,Batman,Batman,Batman,"Batman, Turkey",administrative_area_level_1,Turkey,38,41.33333,38.520672@41.73018*37.49370800000001@40.99266009999999,4
TR,TR-69,Bayburt,Bayburt,Bayburt,"Bayburt, Turkey",administrative_area_level_1,Turkey,40.25,40.25,40.5746139@40.719351*39.921329@39.658262,4
TR,TR-11,Bilecik,Bilecik,Bilecik,"Bilecik, Turkey",administrative_area_level_1,Turkey,40,30.16667,40.5166239@30.6639579*39.658465@29.704669,4
TR,TR-12,Bingol,Bingol,Bingol,"Bingol Province, Turkey",administrative_area_level_1,Turkey,39.08333,40.83333,39.533898@41.263387*38.470914@39.9394459,6
TR,TR-13,Bitlis,Bitlis,Bitlis,"Bitlis, Turkey",administrative_area_level_1,Turkey,38.34201,42.39134,39.025337@43.1973687*37.9759029@41.545414,9
TR,TR-14,Bolu,Bolu,Bolu,"Bolu, Turkey",administrative_area_level_1,Turkey,40.64131,31.58216,41.050526@32.582081*40.1343559@30.5624629,6
TR,TR-15,Burdur,Burdur,Burdur,"Burdur Province, Turkey",administrative_area_level_1,Turkey,37.5,30,37.83385@30.9392241*36.813704@29.3017581,4
TR,TR-16,Bursa,Bursa,Bursa,"Bursa, Turkey",administrative_area_level_1,Turkey,40.16667,29.08333,40.613489@29.9761171*39.604213@28.080408,4
TR,TR-20,Denizli,Denizli,Denizli,"Denizli, Turkey",administrative_area_level_1,Turkey,37.84016,29.06982,38.469457@30.084752*36.866945@28.574357,9
TR,TR-21,Diyarbakir,Diyarbakir,Diyarbakir,"Diyarbakir, Turkey",administrative_area_level_1,Turkey,37.96152,40.23193,38.7275199@41.335375*37.5041@39.111982,6
TR,TR-81,Duzce,Duzce,Duzce,"Duzce Province, Turkey",administrative_area_level_1,Turkey,40.83333,31.16667,41.1160702@31.8538099*40.62166@30.8104619,4
TR,TR-22,Edirne,Edirne,Edirne,"Edirne, Turkey",administrative_area_level_1,Turkey,41.25,26.66667,42.001854@27.015436*40.5892651@26.034087,6
TR,TR-23,Elazig,Elazig,Elazig,"Elazig, Turkey",administrative_area_level_1,Turkey,38.73695,39.17725,39.187301@40.370635*38.263931@38.36674259999999,6
TR,TR-24,Erzincan,Erzincan,Erzincan,"Erzincan, Turkey",administrative_area_level_1,Turkey,39.75,39.5,40.0749931@40.679012*39.0189409@38.2890299,6
TR,TR-25,Erzurum,Erzurum,Erzurum,"Erzurum, Turkey",administrative_area_level_1,Turkey,40,41.5,40.968455@42.5715558*39.159628@40.272747,6
TR,TR-26,Eskisehir,Eskisehir,Eskisehir,"Eskisehir Province, Turkey",administrative_area_level_1,Turkey,39.66667,31.16667,40.187227@32.0303131*39.025434@29.99179089999999,8
TR,TR-27,Gaziantep,Gaziantep,Gaziantep,"Gaziantep, Turkey",administrative_area_level_1,Turkey,37.08333,37.33333,37.518827@38.08512*36.703884@36.44428389999999,6
TR,TR-28,Giresun,Giresun,Giresun,"Giresun, Turkey",administrative_area_level_1,Turkey,40.5,38.5,41.0793019@39.1773*40.0476079@37.989435,6
TR,TR-29,Gumushane,Gumushane,Gumushane,"Gumushane, Turkey",administrative_area_level_1,Turkey,40.25,39.58333,40.808662@40.1163579*39.866689@38.782949,6
TR,TR-30,Hakkari,Hakkari,Hakkari,"Hakkari, Turkey",administrative_area_level_1,Turkey,37.58333,44.16667,37.8071309@44.81538*36.96285400000001@43.2944481,4
TR,TR-31,Hatay,Hatay,Hatay,"Hatay, Turkey",administrative_area_level_1,Turkey,36.5,36.25,37.019445@36.697957*35.808592@35.779491,6
TR,TR-32,Isparta,Isparta,Isparta,"Isparta Province, Turkey",administrative_area_level_1,Turkey,38,31,38.505168@31.544608*37.36555200000001@30.081065,4
TR,TR-34,Istanbul,Istanbul,Istanbul,"Istanbul, Turkey",administrative_area_level_1,Turkey,41.03508,28.98331,41.5845127@29.915705*40.8026889@27.971373,6
TR,TR-76,Igdir,Igdir,Igdir,"Igdir, Turkey",administrative_area_level_1,Turkey,39.91667,44,40.13158800000001@44.8178449*39.6284319@43.2878979,4
TR,TR-46,Kahramanmaras,Kahramanmaras,Kahramanmaras,"Kahramanmaras Province, Turkey",administrative_area_level_1,Turkey,38,37,38.5919617@37.722916*37.1853279@36.201784,4
TR,TR-78,Karabuk,Karabuk,Karabuk,"Karabuk, Turkey",administrative_area_level_1,Turkey,41.25,32.5,41.582625@33.152392*40.818414@31.9755119,6
TR,TR-70,Karaman,Karaman,Karaman,"Karaman, Turkey",administrative_area_level_1,Turkey,37.08333,33.25,37.568479@34.272342*36.445001@32.464438,6
TR,TR-36,Kars,Kars,Kars,"Kars, Turkey",administrative_area_level_1,Turkey,40.41667,43.08333,41.094689@43.748191*39.9291479@42.1307871,6
TR,TR-37,Kastamonu,Kastamonu,Kastamonu,"Kastamonu, Turkey",administrative_area_level_1,Turkey,41.5,33.66667,42.0199749@34.603278*40.830189@32.7505321,9
TR,TR-38,Kayseri,Kayseri,Kayseri,"Kayseri Province, Turkey",administrative_area_level_1,Turkey,38.73695,35.49683,39.30222@36.961817*37.6501281@34.894805,9
TR,TR-79,Kilis,Kilis,Kilis,"Kilis, Turkey",administrative_area_level_1,Turkey,36.73,37.14,37.03349@37.568617*36.631788@36.709894,4
TR,TR-41,Kocaeli,Kocaeli,Kocaeli,"Kocaeli, Turkey",administrative_area_level_1,Turkey,40.91667,29.91667,41.20976@30.367743*40.521065@29.3331261,4
TR,TR-42,Konya,Konya,Konya,"Konya, Turkey",administrative_area_level_1,Turkey,38.16667,32.5,39.268282@34.427027*36.699841@31.242073,16
TR,TR-43,Kutahya,Kutahya,Kutahya,"Kutahya, Turkey",administrative_area_level_1,Turkey,39.25,29.5,39.885549@30.4592411*38.800393@28.6131111,6
TR,TR-39,Kirklareli,Kirklareli,Kirklareli,"Kirklareli, Turkey",administrative_area_level_1,Turkey,41.66667,27.5,42.1046989@28.1252996*41.226609@26.8731581,6
TR,TR-71,Kirikkale,Kirikkale,Kirikkale,"Kirikkale, Turkey",administrative_area_level_1,Turkey,39.83333,33.75,40.338632@34.2086842*39.4224889@33.1853741,4
TR,TR-40,Kirsehir,Kirsehir,Kirsehir,"Kirsehir, Turkey",administrative_area_level_1,Turkey,39.33333,34.16667,39.7962751@34.698672*38.8187861@33.388219,4
TR,TR-44,Malatya,Malatya,Malatya,"Malatya, Turkey",administrative_area_level_1,Turkey,38.5,38,39.151539@39.1378992*37.888074@37.249266,9
TR,TR-45,Manisa,Manisa,Manisa,"Manisa, Turkey",administrative_area_level_1,Turkey,38.83333,28.16667,39.414893@29.13153*38.086731@27.098668,6
TR,TR-47,Mardin,Mardin,Mardin,"Mardin, Turkey",administrative_area_level_1,Turkey,37.31775,40.71533,37.7391409@41.8977601*36.9080439@39.907078,6
TR,TR-33,Mersin,Mersin,Mersin,"Mersin Province, Turkey",administrative_area_level_1,Turkey,36.86204,34.65088,37.435227@35.15848*36.0167069@32.5361771,8
TR,TR-48,Mugla,Mugla,Mugla,"Mugla Province, Turkey",administrative_area_level_1,Turkey,37.23033,28.35571,37.569534@29.76843*36.286714@27.1802949,6
TR,TR-49,Mus,Mus,Mus,"Mus, Turkey",administrative_area_level_1,Turkey,39,41.75,39.501511@42.7082079*38.468068@41.110883,4
TR,TR-50,Nevsehir,Nevsehir,Nevsehir,"Nevsehir, Turkey",administrative_area_level_1,Turkey,38.91667,34.66667,39.379182@35.16607*38.321933@34.248065,4
TR,TR-51,Nigde,Nigde,Nigde,"Nigde, Turkey",administrative_area_level_1,Turkey,37.83333,34.75,38.3882199@35.258618*37.388806@34.00415700000001,4
TR,TR-52,Ordu,Ordu,Ordu,"Ordu, Turkey",administrative_area_level_1,Turkey,40.90858,37.68448,41.146514@38.1158268*40.32398@36.6760987,6
TR,TR-80,Osmaniye,Osmaniye,Osmaniye,"Osmaniye, Turkey",administrative_area_level_1,Turkey,37.23525,36.24596,37.754621@36.71022*36.9172911@35.876534,4
TR,TR-53,Rize,Rize,Rize,"Rize, Turkey",administrative_area_level_1,Turkey,40.90443,40.89489,41.321822@41.374961*40.516908@40.3304438,4
TR,TR-54,Sakarya,Sakarya,Sakarya,"Sakarya, Turkey",administrative_area_level_1,Turkey,40.75,30.58333,41.17934@31.0076911*40.2805311@29.955168,6
TR,TR-55,Samsun,Samsun,Samsun,"Samsun, Turkey",administrative_area_level_1,Turkey,41.25,36.33333,41.737117@37.1748679*40.836805@34.8843781,8
TR,TR-56,Siirt,Siirt,Siirt,"Siirt Province, Turkey",administrative_area_level_1,Turkey,37.96152,41.9458,38.268943@42.887496*37.580637@41.362811,4
TR,TR-57,Sinop,Sinop,Sinop,"Sinop Province, Turkey",administrative_area_level_1,Turkey,41.77106,34.87095,42.0983408@35.4585099*41.2070614@34.2283208,4
TR,TR-58,Sivas,Sivas,Sivas,"Sivas, Turkey",administrative_area_level_1,Turkey,39.79165,37.00195,40.505899@38.771828*38.536199@35.841719,12
TR,TR-59,Tekirdag,Tekirdag,Tekirdag,"Tekirdag, Turkey",administrative_area_level_1,Turkey,41,27.5,41.6110091@28.1467471*40.5434159@26.686811,6
TR,TR-60,Tokat,Tokat,Tokat,"Tokat, Turkey",administrative_area_level_1,Turkey,40.41667,36.58333,40.9079792@37.6235852*39.888889@35.433902,6
TR,TR-61,Trabzon,Trabzon,Trabzon,"Trabzon, Turkey",administrative_area_level_1,Turkey,40.86946,39.81255,41.107645@40.5043209*40.520931@39.128834,4
TR,TR-62,Tunceli,Tunceli,Tunceli,"Tunceli, Turkey",administrative_area_level_1,Turkey,39.08333,39.5,39.607662@40.397157*38.7666797@38.7397469,6
TR,TR-64,Usak,Usak,Usak,"Usak, Turkey",administrative_area_level_1,Turkey,38.5,29.41667,38.923784@30.020836*38.1810231@28.7568531,3
TR,TR-65,Van,Van,Van,"Van, Turkey",administrative_area_level_1,Turkey,38.40736,43.71779,39.37339@44.512806*37.730103@42.6618769,9
TR,TR-77,Yalova,Yalova,Yalova,"Yalova Province, Turkey",administrative_area_level_1,Turkey,40.58333,29.16667,40.74194000000001@29.5554681*40.456165@28.7795439,2
TR,TR-66,Yozgat,Yozgat,Yozgat,"Yozgat, Turkey",administrative_area_level_1,Turkey,39.58333,35.33333,40.24373@36.1600971*38.962646@34.0732449,9
TR,TR-67,Zonguldak,Zonguldak,Zonguldak,"Zonguldak, Turkey",administrative_area_level_1,Turkey,41.25,31.83333,41.591499@32.290471*41.007539@31.2943824,2
TR,TR-17,Canakkale,Canakkale Province,Canakkale,"Canakkale Province, Turkey",administrative_area_level_1,Turkey,40.08333,26.83333,40.744102@27.533906*39.453307@25.6654846,6
TR,TR-18,Cankiri,Cankiri,Cankiri,"Cankiri, Turkey",administrative_area_level_1,Turkey,40.66667,33.41667,41.082969@34.1465909*40.270817@32.5675821,6
TR,TR-19,Corum,Corum,Corum,"Corum Province, Turkey",administrative_area_level_1,Turkey,40.5,34.75,41.328228@35.529376*39.930397@33.963941,9
TR,TR-35,Izmir,Izmir,Izmir,"Izmir Province, Turkey",administrative_area_level_1,Turkey,38.46219,27.09229,39.39157@28.499208*37.8185769@26.2302011,9
TR,TR-63,Sanliurfa,Sanliurfa,Sanliurfa,"Sanliurfa Province, Turkey",administrative_area_level_1,Turkey,37.21283,38.78174,38.02356200000001@40.22963000000001*36.6688831@37.8373883,12
TR,TR-73,Sirnak,Sirnak,Sirnak,"Sirnak, Turkey",administrative_area_level_1,Turkey,37.5,42.5,37.770257@43.5038258*37.105991@41.5365081,3
TM,TM-A,Ahal,Ahal,Ahal,"Ahal, Turkmenistan",administrative_area_level_1,Turkmenistan,38.25,59.75,40.197323@61.51145510000001*35.58967@56.723392,36
TM,TM-B,Balkan,Balkan,Balkan,"Balkan, Turkmenistan",administrative_area_level_1,Turkmenistan,40,54.5,42.3434979@57.19972600000001*37.309181@52.4446017,36
TM,TM-D,Dasoguz Welayaty,Dasoguz,Dasoguz Welayaty,"Dashoguz Province, Turkmenistan",administrative_area_level_1,Turkmenistan,41,58.5,42.795551@60.939785*39.466203@56.4325181,20
TM,TM-L,Lebap,Lebap,Lebap,"Lebap, Turkmenistan",administrative_area_level_1,Turkmenistan,39,63,41.2915379@66.6843031*36.850881@60.18987389999999,42
TM,TM-M,Mary,Mary,Mary,"Mary, Turkmenistan",administrative_area_level_1,Turkmenistan,37,62.5,39.5136029@64.737839*35.141151@60.39503499999999,25
AE,AE-AZ,Abu Dhabi,Abu Dhabi,Abū Z̧aby,Abu Dhabi - United Arab Emirates,administrative_area_level_1,United Arab Emirates,23.66667,54,25.246815@56.023933*22.6319311@51.4982281,24
AE,AE-AJ,Ajman,Ajman,‘Ajman,Ajman - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25.38333,55.51667,25.4501957@56.1267431*24.73617@55.4236511,4
AE,AE-FU,Al Fujayrah,Al Fujayrah,Al Fujayrah,Fujairah - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25.13333,56.25,25.667782@56.3760899*24.907855@55.96323,4
AE,AE-SH,Ash Shariqah,Ash Shariqah,Ash Shariqah,Sharjah - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25,55.75,25.5135598@56.00826009999999*24.7916701@55.34977689999999,4
AE,AE-DU,Dubai,Dubai,Dubai,Dubai - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25,55.33333,25.3538421@56.211487*24.605052@54.8967829,6
AE,AE-RK,Ra’s al Khaymah,Raʼs al Khaymah,Ra’s al Khaymah,Ras al Khaimah - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25.66667,56,26.0788481@56.297054*24.834166@55.75471,6
AE,AE-UQ,Umm al Qaywayn,Umm al Qaywayn,Umm al Qaywayn,Umm Al Quwain - United Arab Emirates,administrative_area_level_1,United Arab Emirates,25.5,55.75,25.6954771@55.953869*25.323967@55.5175201,0
UZ,UZ-AN,Andijan,Andijon,Andijan,"Andijan Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40.75,72.33333,41.15963@73.1322709*40.40123699999999@71.507767,6
UZ,UZ-BU,Bukhara,Bukhara,Bukhara Province,"Bukhara Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40,64,41.4727459@65.35910299999999*38.956226@62.09395499999999,16
UZ,UZ-FA,Fergana,Fergana,Fergana,"Ferghana Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40.5,71.25,40.803581@72.156151*39.874878@70.3315049,6
UZ,UZ-JI,Jizzakh Province,Jizzax,Jizzakh Province,"Jizzakh Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40.33333,67.66667,41.1974619@68.9137119*39.358006@66.58544789999999,9
UZ,UZ-QR,Karakalpakstan,Karakalpakstan,Karakalpakstan,"Republic of Karakalpakstan, Uzbekistan",administrative_area_level_1,Uzbekistan,44.21636,58.82986,45.60519@62.37159389999999*40.993829@55.996635,48
UZ,UZ-NG,Namangan,Namangan,Namangan Province,"Namangan Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40.99747,71.24784,41.554649@72.182816*40.6463321@70.3422081,6
UZ,UZ-NW,Navoiy Province,Navoiy,Navoiy Province,"Navoiy Province, Uzbekistan",administrative_area_level_1,Uzbekistan,42,64,43.77668@66.726557*39.4712419@61.6717728,30
UZ,UZ-QA,Qashqadaryo,Qashqadaryo,Qashqadaryo Province,"Kashkadarya Province, Uzbekistan",administrative_area_level_1,Uzbekistan,38.58333,66,39.5323751@67.683914*38.0266721@64.331024,8
UZ,UZ-SA,Samarqand Viloyati,Samarqand,Samarqand Viloyati,"Samarkand Province, Uzbekistan",administrative_area_level_1,Uzbekistan,39.58333,66.58333,40.553952@67.4354121*39.2900549@65.0225069,6
UZ,UZ-SI,Sirdaryo,Sirdaryo,Sirdaryo,"Sirdarya Province, Uzbekistan",administrative_area_level_1,Uzbekistan,40.5,68.75,41.02705@69.170647*40.02500999999999@68.03788,4
UZ,UZ-SU,Surxondaryo Viloyati,Surxondaryo,Surxondaryo Viloyati,"Surkhandarya Province, Uzbekistan",administrative_area_level_1,Uzbekistan,38,67.5,39.078876@68.402641*37.1843299@66.51777609999999,9
UZ,UZ-TO,Toshkent Viloyati,Toshkent,Toshkent Viloyati,"Tashkent Province, Uzbekistan",administrative_area_level_1,Uzbekistan,41,69.66667,42.288174@71.26113900000001*40.194881@68.6452559,12
UZ,UZ-KH,Xorazm Viloyati,Xorazm,Xorazm Viloyati,"Khorezm Province, Uzbekistan",administrative_area_level_1,Uzbekistan,41.5,60.5,42.004252@62.35982399999999*40.564991@60.06019589999999,9
VN,VN-44,An Giang,An Giang,An Giang,"An Giang Province, Vietnam",administrative_area_level_1,Vietnam,10.5,105.16667,10.9559351@105.5719318*10.1824999@104.7775209,2
VN,VN-30,Gia Lai,Gia Lai,Gia Lai,"Gia Lai Province, Vietnam",administrative_area_level_1,Vietnam,13.75,108.25,14.602364@108.8727541*12.9962269@107.3392181,6
VN,VN-73,Hau Giang,Hau Giang,Hau Giang,"Hau Giang, Vietnam",administrative_area_level_1,Vietnam,9.77605,105.46412,9.9928138@105.8934326*9.5820831@105.328687,0
VN,VN-SG,Ho Chi Minh City,Ho Chi Minh City,Ho Chi Minh City,"Ho Chi Minh, Vietnam",administrative_area_level_1,Vietnam,10.82327,106.62978,11.1599179@107.0248468*10.3766885@106.3566839,4
VN,VN-28,Kon Tum,Kon Tum,Kon Tum,"Kon Tum Province, Vietnam",administrative_area_level_1,Vietnam,14.75,107.91667,15.4169979@108.547756*14.2020689@107.471481,4
VN,VN-41,Long An,Long An,Long An,"Long An Province, Vietnam",administrative_area_level_1,Vietnam,10.7,106.16667,11.026479@106.7450409*10.3954459@105.5005419,4
VN,VN-CT,Thanh Phố Can Tho,Can Tho,Thanh Phố Can Tho,"Can Tho, Vietnam",administrative_area_level_1,Vietnam,10.11667,105.5,10.324366@105.8403842*9.919965999999999@105.2214899,2
VN,VN-HN,Thanh Phố Ha Noi,Ha Noi,Thanh Phố Ha Noi,"Hanoi, Vietnam",administrative_area_level_1,Vietnam,21,105.75,21.3846139@106.019997*20.564778@105.290621,4
VN,VN-HP,Thanh Phố Hai Phong,Hai Phong,Thanh Phố Hai Phong,"Haiphong, Vietnam",administrative_area_level_1,Vietnam,20.8,106.66667,21.0202601@107.7397862*20.123933@106.4014301,4
